"song","artist","duration_ms","explicit","year","popularity","danceability","genre"
"Never Say Never","The Fray",256613,"False",2009,67,0.23,"pop"
"The Fear","Lily Allen",207120,"True",2009,53,0.661,"pop"
"Sex on Fire","Kings of Leon",203346,"False",2008,80,0.542,"rock"
"Best I Ever Had","Drake",258760,"True",2010,54,0.431,"hip hop; pop; R&B"
"Already Gone","Kelly Clarkson",281560,"False",2009,56,0.209,"pop; R&B"
"Party In The U.S.A.","Miley Cyrus",202066,"False",2009,79,0.652,"pop"
"Battlefield","Jordin Sparks",241920,"False",2009,57,0.613,"pop; R&B"
"Mad","Ne-Yo",254533,"False",2008,64,0.731,"pop; R&B"
"21 Guns","Green Day",321093,"False",2009,73,0.268,"rock"
"Knock You Down","Keri Hilson",326186,"False",2009,57,0.588,"pop; R&B"
"You Belong With Me","Taylor Swift",231146,"False",2008,55,0.687,"pop"
"Second Chance","Shinedown",222066,"False",2008,67,0.46,"rock; metal"
"I Love College","Asher Roth",241933,"True",2009,62,0.713,"hip hop; pop"
"Waking Up In Vegas","Katy Perry",199186,"False",2008,49,0.524,"pop"
"My Life Would Suck Without You","Kelly Clarkson",211493,"False",2009,68,0.526,"pop; R&B"
"Little Lion Man","Mumford & Sons",245173,"True",2009,68,0.517,"Folk/Acoustic; rock; pop"
"You Found Me","The Fray",241853,"False",2009,73,0.338,"pop"
"Just the Way You Are","Bruno Mars",220734,"False",2010,77,0.635,"pop"
"Love The Way You Lie","Eminem",263373,"True",2010,81,0.749,"hip hop"
"Bad Romance","Lady Gaga",294573,"True",2009,80,0.696,"pop"
"Alors on danse - Radio Edit","Stromae",206066,"False",2010,77,0.791,"pop"
"TiK ToK","Kesha",199693,"False",2010,80,0.755,"pop; Dance/Electronic"
"Memories (feat. Kid Cudi)","David Guetta",210853,"False",2010,76,0.546,"hip hop; pop; Dance/Electronic"
"Dynamite","Taio Cruz",202613,"False",2010,80,0.751,"hip hop; pop"
"Only Girl (In The World)","Rihanna",235493,"False",2010,73,0.789,"hip hop; pop; R&B"
"California Gurls","Katy Perry",234653,"False",2012,72,0.791,"pop"
"Take It Off","Kesha",215200,"False",2010,68,0.729,"pop; Dance/Electronic"
"Hot - Play & Win Radio Version","INNA",217036,"False",2010,42,0.817,"pop"
"Like A G6","Far East Movement",216893,"False",2010,73,0.435,"hip hop; pop"
"Gettin' Over You (feat. Fergie & LMFAO)","David Guetta",188000,"False",2010,62,0.615,"hip hop; pop; Dance/Electronic"
"Barbra Streisand - Radio Edit","Duck Sauce",196533,"False",2010,46,0.769,"Dance/Electronic"
"Danza Kuduro (feat. Don Omar)","Lucenzo",213986,"False",2011,0,0.622,"latin"
"Te Amo","Rihanna",208426,"True",2009,67,0.567,"hip hop; pop; R&B"
"Carry Out (Featuring Justin Timberlake)","Timbaland",232466,"False",2009,69,0.531,"hip hop; pop; R&B"
"Gold Dust - Radio Edit","DJ Fresh",192446,"False",2010,63,0.451,"pop; Dance/Electronic"
"Stereo Love - Radio Edit","Edward Maya",184573,"False",2010,66,0.799,"pop"
"Break Your Heart","Taio Cruz",201546,"False",2010,74,0.607,"hip hop; pop"
"Imma Be","Black Eyed Peas",257560,"False",2009,61,0.597,"hip hop; pop"
"Riverside","Sidney Samson",320348,"True",2009,47,0.804,"Dance/Electronic"
"Not Afraid","Eminem",248133,"True",2010,79,0.855,"hip hop"
"Alejandro","Lady Gaga",274213,"False",2009,67,0.623,"pop"
"Rude Boy","Rihanna",222920,"True",2009,74,0.563,"hip hop; pop; R&B"
"Beautiful Monster","Ne-Yo",251573,"False",2010,57,0.708,"pop; R&B"
"Starstrukk","3OH!3",203093,"False",2010,32,0.605,"hip hop; pop; rock"
"The Time (Dirty Bit)","Black Eyed Peas",307640,"False",2010,69,0.816,"hip hop; pop"
"Commander","Kelly Rowland",218106,"False",2011,59,0.395,"hip hop; pop; R&B"
"One (Your Name) - Radio Edit","Swedish House Mafia",163246,"False",2010,63,0.733,"pop; Dance/Electronic"
"Deuces (feat. Tyga & Kevin McCall)","Chris Brown",276560,"True",2011,68,0.692,"hip hop; pop; R&B"
"DJ Got Us Fallin' In Love (feat. Pitbull)","Usher",220800,"False",2010,79,0.663,"hip hop; pop; R&B"
"Replay","Iyaz",182306,"False",2009,75,0.706,"hip hop; pop"
"Club Can't Handle Me (feat. David Guetta)","Flo Rida",234560,"False",2010,76,0.616,"hip hop; pop"
"Eenie Meenie","Sean Kingston",201946,"False",2010,74,0.72,"hip hop; pop; R&B"
"No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame",263773,"True",2010,58,0.76,"hip hop; pop"
"Written in the Stars (feat. Eric Turner)","Tinie Tempah",207653,"False",2010,57,0.656,"hip hop; pop; Dance/Electronic"
"Talking to the Moon","Bruno Mars",217866,"False",2010,76,0.498,"pop"
"Can't Be Tamed","Miley Cyrus",168213,"False",2010,0,0.63,"pop"
"Cooler Than Me - Single Mix","Mike Posner",213293,"False",2010,75,0.768,"hip hop; pop; Dance/Electronic"
"Telephone","Lady Gaga",220640,"False",2009,69,0.824,"pop"
"We No Speak Americano (JT Radio Edit)","Yolanda Be Cool",157438,"False",2010,1,0.901,"Dance/Electronic"
"Hard","Rihanna",250600,"True",2009,55,0.31,"hip hop; pop; R&B"
"Pass Out","Tinie Tempah",268053,"True",2010,53,0.693,"hip hop; pop; Dance/Electronic"
"Whataya Want from Me","Adam Lambert",227320,"False",2009,57,0.438,"pop"
"Bottoms Up (feat. Nicki Minaj)","Trey Songz",242013,"True",2010,0,0.845,"hip hop; pop; R&B"
"If We Ever Meet Again (Featuring Katy Perry)","Timbaland",292706,"False",2009,68,0.652,"hip hop; pop; R&B"
"I Like It","Enrique Iglesias",231373,"False",2010,63,0.648,"pop; latin"
"Seek Bromance - Avicii’s Vocal Edit","Tim Berg",203960,"False",2010,0,0.515,"pop; Dance/Electronic"
"OMG (feat. will.i.am)","Usher",269493,"False",2010,73,0.781,"hip hop; pop; R&B"
"Misery","Maroon 5",216200,"False",2010,67,0.703,"pop"
"Down","Jay Sean",212106,"False",2009,3,0.657,"hip hop; pop; R&B"
"Man Down","Rihanna",267000,"True",2010,68,0.47,"hip hop; pop; R&B"
"My First Kiss (feat. Ke$ha)","3OH!3",192440,"False",2010,62,0.682,"hip hop; pop; rock"
"Baby","Justin Bieber",214240,"False",2010,81,0.728,"pop"
"Teach Me How to Dougie","Cali Swag District",237480,"True",2011,66,0.846,"hip hop; pop"
"Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah","Swedish House Mafia",206460,"True",2010,54,0.736,"pop; Dance/Electronic"
"Wavin' Flag","K'NAAN",220520,"False",2009,57,0.625,"set()"
"How Low","Ludacris",201586,"True",2010,63,0.785,"hip hop; pop"
"Blah Blah Blah (feat. 3OH!3)","Kesha",172053,"True",2010,61,0.752,"pop; Dance/Electronic"
"All I Do Is Win (feat. T-Pain; Ludacris; Snoop Dogg & Rick Ross)","DJ Khaled",232506,"True",2010,51,0.544,"hip hop; pop"
"In My Head","Jason Derulo",199026,"False",2010,65,0.762,"hip hop; pop"
"I Need A Dollar","Aloe Blacc",243053,"False",2010,1,0.84,"R&B"
"Airplanes (feat. Hayley Williams of Paramore)","B.o.B",180480,"True",2010,74,0.66,"hip hop; pop"
"My Chick Bad","Ludacris",216933,"True",2010,68,0.624,"hip hop; pop"
"Just A Dream","Nelly",237800,"False",2010,73,0.531,"hip hop; pop; R&B"
"What's My Name?","Rihanna",263173,"False",2010,66,0.692,"hip hop; pop; R&B"
"Impossible","Shontelle",226533,"False",2010,35,0.599,"pop; R&B"
"The Flood","Take That",289359,"False",2010,57,0.514,"pop"
"Say Aah (feat. Fabolous)","Trey Songz",207546,"False",2009,54,0.724,"hip hop; pop; R&B"
"Whatcha Say","Jason Derulo",221253,"False",2010,70,0.615,"hip hop; pop"
"Over","Drake",233560,"True",2010,57,0.325,"hip hop; pop; R&B"
"Kickstarts","Example",181826,"False",2010,63,0.61,"pop; Dance/Electronic"
"She Said","Plan B",208853,"False",2010,62,0.72,"Dance/Electronic"
"Higher","The Saturdays",207613,"False",2010,61,0.639,"pop; Dance/Electronic"
"Do You Remember","Jay Sean",210306,"False",2009,2,0.855,"hip hop; pop; R&B"
"Hey Daddy (Daddy's Home)","Usher",224093,"False",2010,60,0.59,"hip hop; pop; R&B"
"Right Above It","Lil Wayne",271946,"True",2010,68,0.376,"hip hop; pop"
"All Time Low","The Wanted",205200,"False",2010,18,0.689,"pop; Dance/Electronic"
"Your Love Is My Drug","Kesha",187133,"False",2010,69,0.826,"pop; Dance/Electronic"
"Starry Eyed","Ellie Goulding",176613,"False",2010,54,0.504,"pop; rock; Dance/Electronic"
"Find Your Love","Drake",208946,"False",2010,56,0.625,"hip hop; pop; R&B"
"Ridin' Solo","Jason Derulo",215746,"False",2010,66,0.442,"hip hop; pop"
"What You Know","Two Door Cinema Club",189693,"False",2010,0,0.55,"World/Traditional; rock; pop"
"Young Forever","JAY-Z",253906,"True",2009,65,0.637,"hip hop"
"BedRock","Young Money",288133,"True",2009,71,0.733,"hip hop; pop"
"Nothin' on You (feat. Bruno Mars)","B.o.B",268320,"False",2010,74,0.688,"hip hop; pop"
"Teenage Dream","Katy Perry",227741,"False",2010,69,0.719,"pop"
"This Ain't a Love Song","Scouting For Girls",210680,"False",2017,52,0.458,"pop; rock"
"Billionaire (feat. Bruno Mars)","Travie McCoy",211160,"True",2010,72,0.633,"hip hop; pop"
"Fireflies","Owl City",228346,"False",2009,78,0.512,"rock; pop"
"Empire State of Mind (Part II) Broken Down","Alicia Keys",216480,"False",2009,71,0.484,"pop; R&B"
"Need You Now","Lady A",236440,"False",2010,73,0.581,"pop; country"
"Back To December","Taylor Swift",293026,"False",2010,65,0.529,"pop"
"Animal","Neon Trees",212306,"False",2010,64,0.482,"rock; pop"
"Live Like We're Dying","Kris Allen",212506,"False",2009,51,0.589,"pop"
"When We Collide","Matt Cardle",226000,"False",2011,46,0.443,"pop"
"Dancing On My Own","Robyn",288670,"False",2010,0,0.687,"pop; Dance/Electronic"
"If I Die Young","The Band Perry",222773,"False",2010,64,0.606,"country"
"Magic (feat. Rivers Cuomo)","B.o.B",196133,"False",2010,65,0.549,"hip hop; pop"
"Rolling in the Deep","Adele",228093,"True",2011,2,0.73,"pop; R&B"
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5",201493,"False",2010,77,0.722,"pop"
"Party Rock Anthem","LMFAO",262146,"False",2011,73,0.751,"hip hop; pop; Dance/Electronic"
"Firework","Katy Perry",227893,"False",2010,72,0.638,"pop"
"Grenade","Bruno Mars",222091,"False",2010,78,0.704,"pop"
"Hey Baby (Drop It to the Floor) (feat. T-Pain)","Pitbull",234453,"False",2011,71,0.595,"hip hop; pop; latin"
"Mr. Saxobeat","Alexandra Stan",195105,"False",2011,0,0.726,"pop; Dance/Electronic"
"Who's That Chick? (feat. Rihanna)","David Guetta",201040,"False",2010,71,0.675,"hip hop; pop; Dance/Electronic"
"On The Floor","Jennifer Lopez",284866,"False",2011,79,0.73,"hip hop; pop; R&B"
"S&M","Rihanna",243533,"False",2010,73,0.767,"hip hop; pop; R&B"
"Blow","Kesha",219973,"False",2010,69,0.753,"pop; Dance/Electronic"
"Sweat - Remix","Snoop Dogg",195986,"False",2011,68,0.813,"hip hop; pop"
"Higher","Taio Cruz",187626,"False",2010,61,0.672,"hip hop; pop"
"More - RedOne Jimmy Joker Remix","Usher",219986,"False",2010,67,0.551,"hip hop; pop; R&B"
"Changed the Way You Kiss Me - Radio Edit","Example",195466,"False",2011,42,0.578,"pop; Dance/Electronic"
"Just Can’t Get Enough","Black Eyed Peas",219426,"False",2010,76,0.659,"hip hop; pop"
"Where Them Girls At (feat. Nicki Minaj & Flo Rida)","David Guetta",194840,"True",2012,72,0.666,"hip hop; pop; Dance/Electronic"
"I Follow Rivers - The Magician Remix","Lykke Li",281106,"False",2011,51,0.786,"pop; Dance/Electronic"
"Give Me Everything (feat. Ne-Yo; Afrojack & Nayer)","Pitbull",252306,"False",2011,81,0.671,"hip hop; pop; latin"
"Love You Like A Love Song","Selena Gomez & The Scene",188453,"False",2011,79,0.858,"pop; Dance/Electronic"
"Black and Yellow","Wiz Khalifa",217666,"True",2011,75,0.684,"hip hop; pop"
"E.T.","Katy Perry",229573,"False",2012,65,0.62,"pop"
"I Wanna Go","Britney Spears",210266,"False",2011,66,0.696,"pop"
"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",210960,"False",2011,81,0.646,"hip hop; pop"
"Stereo Love - Radio Edit","Edward Maya",184573,"False",2010,66,0.799,"pop"
"Tonight (I'm Fuckin' You)","Enrique Iglesias",232213,"True",2010,63,0.648,"pop; latin"
"Down On Me","Jeremih",228453,"False",2010,72,0.7,"hip hop; pop; R&B"
"Loca People - Radio Edit","Sak Noel",215624,"True",2011,49,0.926,"Dance/Electronic"
"Heart Skips a Beat (feat. Rizzle Kicks)","Olly Murs",202266,"False",2011,61,0.843,"pop; Dance/Electronic"
"Sexy And I Know It","LMFAO",199480,"False",2011,67,0.707,"hip hop; pop; Dance/Electronic"
"You Make Me Feel... (feat. Sabi)","Cobra Starship",215693,"False",2011,70,0.668,"pop; Dance/Electronic"
"Do It Like A Dude","Jessie J",195240,"True",2011,57,0.663,"hip hop; pop"
"Louder (feat. Sian Evans) - Radio Edit","DJ Fresh",206776,"False",2012,55,0.31,"pop; Dance/Electronic"
"No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame",263773,"True",2010,76,0.76,"hip hop; pop"
"When We Stand Together","Nickelback",190786,"False",2011,65,0.446,"rock; metal"
"Midnight City","M83",243960,"False",2011,76,0.507,"rock; pop; metal; Dance/Electronic"
"Till the World Ends","Britney Spears",237946,"False",2011,65,0.693,"pop"
"Earthquake (feat. Tinie Tempah)","Labrinth",274600,"True",2012,62,0.54,"pop"
"Don't Wanna Go Home","Jason Derulo",206080,"False",2011,63,0.671,"hip hop; pop"
"Paradise","Coldplay",278719,"False",2011,82,0.449,"rock; pop"
"Last Friday Night (T.G.I.F.)","Katy Perry",230746,"False",2012,74,0.649,"pop"
"Set Fire to the Rain","Adele",242973,"False",2011,2,0.603,"pop; R&B"
"I Need A Doctor","Dr. Dre",283733,"True",2011,71,0.594,"hip hop"
"6 Foot 7 Foot","Lil Wayne",248586,"True",2011,1,0.364,"hip hop; pop"
"I'm On One","DJ Khaled",296146,"True",2011,70,0.413,"hip hop; pop"
"Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","Chris Brown",222586,"True",2011,71,0.767,"hip hop; pop; R&B"
"Rocketeer","Far East Movement",211253,"False",2010,61,0.664,"hip hop; pop"
"Glad You Came","The Wanted",197935,"False",2011,77,0.722,"pop; Dance/Electronic"
"We R Who We R","Kesha",204760,"False",2010,71,0.736,"pop; Dance/Electronic"
"Motivation","Kelly Rowland",230560,"False",2011,65,0.744,"hip hop; pop; R&B"
"We Found Love","Rihanna",215226,"False",2011,75,0.735,"hip hop; pop; R&B"
"Don't Hold Your Breath","Nicole Scherzinger",197440,"False",2011,62,0.66,"pop; Dance/Electronic"
"Buzzin Remix","Mann",224333,"True",2011,48,0.687,"hip hop; pop"
"Yeah 3x","Chris Brown",241666,"True",2011,69,0.705,"hip hop; pop; R&B"
"Save The World","Swedish House Mafia",213337,"False",2011,65,0.507,"pop; Dance/Electronic"
"All Of The Lights","Kanye West",299613,"True",2010,76,0.531,"hip hop"
"Sure Thing","Miguel",195373,"False",2010,78,0.684,"pop; R&B"
"Coming Home","Diddy - Dirty Money",238693,"False",2010,69,0.392,"hip hop; pop; R&B"
"What's My Name?","Rihanna",263173,"False",2010,66,0.692,"hip hop; pop; R&B"
"Beautiful People","Chris Brown",225881,"False",2019,53,0.415,"hip hop; pop; R&B"
"What the Hell","Avril Lavigne",220706,"False",2011,74,0.578,"pop"
"Read All About It","Professor Green",235735,"True",2011,39,0.656,"Dance/Electronic"
"Blind Faith","Chase & Status",233666,"False",2011,60,0.45,"Dance/Electronic"
"Champion (feat. Chris Brown)","Chip",237293,"True",2011,48,0.415,"hip hop; Dance/Electronic"
"Who Says","Selena Gomez & The Scene",195613,"False",2011,76,0.682,"pop; Dance/Electronic"
"Down With The Trumpets","Rizzle Kicks",186851,"False",2011,59,0.753,"hip hop"
"Born This Way","Lady Gaga",260253,"False",2011,72,0.587,"pop"
"Super Bass","Nicki Minaj",200013,"True",2010,0,0.72,"hip hop; pop"
"Donald Trump","Mac Miller",165908,"True",2011,61,0.636,"hip hop"
"Bounce (feat. Kelis) - Radio Edit","Calvin Harris",222186,"False",2012,62,0.779,"hip hop; pop; Dance/Electronic"
"Without You (feat. Usher)","David Guetta",208133,"False",2012,70,0.608,"hip hop; pop; Dance/Electronic"
"Pumped Up Kicks","Foster The People",239600,"False",2011,82,0.733,"rock; pop"
"Headlines","Drake",235986,"True",2011,74,0.636,"hip hop; pop; R&B"
"Price Tag","Jessie J",223053,"False",2011,73,0.636,"hip hop; pop"
"Dirt Road Anthem","Jason Aldean",229413,"False",2010,53,0.678,"country"
"Roll Up","Wiz Khalifa",227773,"True",2011,63,0.523,"hip hop; pop"
"Good Life","OneRepublic",253306,"True",2009,72,0.634,"pop"
"Lighters","Bad Meets Evil",303813,"True",2011,68,0.676,"hip hop; pop"
"The Lazy Song","Bruno Mars",189109,"False",2010,75,0.794,"pop"
"The Show Goes On","Lupe Fiasco",239613,"True",2011,70,0.591,"hip hop; pop"
"I Won't Let You Go","James Morrison",229303,"False",2011,64,0.537,"pop; R&B"
"It Girl","Jason Derulo",192200,"False",2011,70,0.668,"hip hop; pop"
"Someone Like You","Adele",285240,"False",2011,4,0.554,"pop; R&B"
"The Adventures of Rain Dance Maggie","Red Hot Chili Peppers",282400,"False",2011,65,0.683,"rock"
"Pretty Girl Rock","Keri Hilson",243920,"False",2010,67,0.666,"pop; R&B"
"F**kin' Perfect","P!nk",213413,"True",2010,60,0.563,"pop"
"Honey Bee","Blake Shelton",210720,"False",2011,50,0.481,"country"
"The Edge Of Glory","Lady Gaga",320546,"False",2011,67,0.583,"pop"
"Just A Kiss","Lady A",218840,"False",2011,63,0.593,"pop; country"
"Tonight Tonight","Hot Chelle Rae",200466,"False",2011,73,0.686,"hip hop; pop; rock"
"Tongue Tied","Grouplove",218013,"False",2011,79,0.56,"pop; rock; Folk/Acoustic"
"Every Teardrop Is a Waterfall","Coldplay",240796,"False",2011,69,0.425,"rock; pop"
"Best Thing I Never Had","Beyoncé",253746,"False",2011,69,0.545,"pop; R&B"
"Raise Your Glass","P!nk",202960,"True",2010,76,0.7,"pop"
"Jar of Hearts","Christina Perri",246587,"False",2011,72,0.349,"pop"
"Marry You","Bruno Mars",230192,"False",2010,75,0.621,"pop"
"If I Die Young","The Band Perry",222773,"False",2010,64,0.606,"country"
"How To Love","Lil Wayne",240306,"False",2011,0,0.644,"hip hop; pop"
"Wherever You Will Go","Charlene Soraia",197577,"False",2011,60,0.597,"pop"
"A Thousand Years","Christina Perri",285120,"False",2011,70,0.421,"pop"
"We Found Love","Rihanna",215226,"False",2011,75,0.735,"hip hop; pop; R&B"
"Call Me Maybe","Carly Rae Jepsen",193400,"False",2012,78,0.783,"pop; Dance/Electronic"
"We Are Young (feat. Janelle Monáe)","fun.",250626,"False",2012,76,0.378,"rock; pop"
"She Doesn't Mind","Sean Paul",227786,"False",2012,70,0.718,"hip hop; pop"
"International Love (feat. Chris Brown)","Pitbull",227280,"False",2011,74,0.67,"hip hop; pop; latin"
"In The Dark","DEV",226226,"False",2012,52,0.736,"pop; Dance/Electronic"
"Skyfall","Adele",286480,"False",2012,74,0.346,"pop; R&B"
"Turn Me On (feat. Nicki Minaj)","David Guetta",199680,"False",2012,65,0.704,"hip hop; pop; Dance/Electronic"
"Where Have You Been","Rihanna",242680,"False",2011,71,0.719,"hip hop; pop; R&B"
"Ni**as In Paris","JAY-Z",219333,"True",2011,82,0.789,"hip hop"
"One More Night","Maroon 5",219546,"False",2012,74,0.716,"pop"
"Bangarang (feat. Sirah)","Skrillex",215253,"True",2011,70,0.716,"hip hop; pop; Dance/Electronic"
"Chasing The Sun","The Wanted",198800,"False",2012,69,0.637,"pop; Dance/Electronic"
"Whistle","Flo Rida",224653,"False",2012,77,0.747,"hip hop; pop"
"This Is Love","will.i.am",279026,"False",2013,62,0.535,"hip hop; pop"
"She Wolf (Falling to Pieces) [feat. Sia]","David Guetta",222500,"False",2012,66,0.492,"hip hop; pop; Dance/Electronic"
"Pound The Alarm","Nicki Minaj",205640,"True",2012,64,0.728,"hip hop; pop"
"Swimming Pools (Drank) - Extended Version","Kendrick Lamar",313786,"True",2012,63,0.716,"hip hop"
"Primadonna","MARINA",221075,"False",2012,78,0.66,"pop; Dance/Electronic"
"Mercy","Kanye West",329320,"True",2012,73,0.563,"hip hop"
"Hot Right Now (feat. RITA ORA) - Radio Edit","DJ Fresh",182333,"False",2012,58,0.524,"pop; Dance/Electronic"
"Sexy And I Know It","LMFAO",199480,"False",2011,67,0.707,"hip hop; pop; Dance/Electronic"
"Gangnam Style (강남스타일)","PSY",219493,"False",2012,72,0.727,"pop"
"Die Young","Kesha",211920,"False",2012,78,0.711,"pop; Dance/Electronic"
"Scream","Usher",234693,"False",2012,66,0.616,"hip hop; pop; R&B"
"Troublemaker (feat. Flo Rida)","Olly Murs",185586,"False",2012,0,0.762,"pop; Dance/Electronic"
"BURN IT DOWN","Linkin Park",230253,"False",2012,73,0.585,"rock; metal"
"Locked out of Heaven","Bruno Mars",233478,"False",2012,85,0.726,"pop"
"Levels - Radio Edit","Avicii",199906,"False",2011,77,0.584,"pop; Dance/Electronic"
"Good Feeling","Flo Rida",248133,"False",2012,76,0.706,"hip hop; pop"
"Diamonds","Rihanna",225146,"False",2012,75,0.564,"hip hop; pop; R&B"
"Work Hard; Play Hard","Wiz Khalifa",219026,"True",2012,62,0.787,"hip hop; pop"
"Part Of Me","Katy Perry",216160,"False",2012,73,0.678,"pop"
"Starships","Nicki Minaj",210626,"True",2012,75,0.747,"hip hop; pop"
"m.A.A.d city","Kendrick Lamar",350120,"True",2012,67,0.487,"hip hop"
"One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]","Asaf Avidan & the Mojos",212360,"False",2012,0,0.821,"pop"
"Spectrum (Say My Name) - Calvin Harris Remix","Florence + The Machine",218190,"False",2011,68,0.578,"rock; pop; Dance/Electronic"
212,"Azealia Banks",204956,"True",2014,0,0.847,"hip hop; pop; R&B"
"Payphone","Maroon 5",231173,"True",2012,82,0.743,"pop"
"Impossible","James Arthur",209440,"False",2013,75,0.376,"pop"
"Ai Se Eu Te Pego - Live","Michel Teló",166866,"False",2012,0,0.676,"country; latin"
"Million Voices - Radio Edit","Otto Knows",192866,"False",2012,0,0.582,"pop; Dance/Electronic"
"I Love It","Icona Pop",156773,"True",2012,51,0.71,"pop; Dance/Electronic"
"Rack City","Tyga",203200,"True",2012,61,0.929,"hip hop; pop"
"Feel So Close - Radio Edit","Calvin Harris",206413,"False",2012,79,0.707,"hip hop; pop; Dance/Electronic"
"Dance Again","Jennifer Lopez",237266,"False",2012,0,0.797,"hip hop; pop; R&B"
"Oblivion","Grimes",251266,"False",2012,0,0.697,"pop; rock; Dance/Electronic"
"Rumour Has It","Adele",223266,"False",2011,0,0.612,"pop; R&B"
"Paradise","Coldplay",278719,"False",2011,82,0.449,"rock; pop"
"Turn Up the Music","Chris Brown",227973,"False",2012,64,0.594,"hip hop; pop; R&B"
"Lost","Frank Ocean",234093,"True",2012,64,0.913,"hip hop; pop; R&B"
"Let's Go (feat. Ne-Yo)","Calvin Harris",232800,"False",2012,66,0.71,"hip hop; pop; Dance/Electronic"
"Hall of Fame (feat. will.i.am)","The Script",202533,"False",2012,78,0.421,"pop; rock"
"Don't You Worry Child - Radio Edit","Swedish House Mafia",212862,"False",2012,76,0.612,"pop; Dance/Electronic"
"How to Be a Heartbreaker","MARINA",221493,"False",2012,50,0.69,"pop; Dance/Electronic"
"Boyfriend","Justin Bieber",171333,"False",2012,63,0.717,"pop"
"Titanium (feat. Sia)","David Guetta",245040,"False",2012,79,0.604,"hip hop; pop; Dance/Electronic"
"Domino","Jessie J",231840,"False",2011,74,0.758,"hip hop; pop"
"I Knew You Were Trouble.","Taylor Swift",219720,"False",2012,59,0.622,"pop"
"Hands on the Wheel (feat. Asap Rocky)","ScHoolboy Q",197131,"True",2012,61,0.646,"hip hop; pop"
"Try","P!nk",247906,"False",2012,76,0.674,"pop"
"Candy","Robbie Williams",201053,"False",2012,68,0.715,"pop; rock"
"Young; Wild & Free (feat. Bruno Mars)","Snoop Dogg",207333,"True",2011,77,0.715,"hip hop; pop"
"As Long As You Love Me","Justin Bieber",229466,"False",2012,67,0.571,"pop"
"R.I.P. (feat. Tinie Tempah)","Rita Ora",228026,"False",2012,46,0.603,"hip hop; pop; Dance/Electronic"
"Too Close","Alex Clare",256613,"False",2011,60,0.588,"rock"
"Faded","Tyga",206666,"True",2012,58,0.831,"hip hop; pop"
"Years - ラジオ・エディット","Alesso",195480,"False",2012,0,0.37,"pop; Dance/Electronic"
"Battle Scars (feat. Lupe Fiasco)","Guy Sebastian",250080,"False",2012,0,0.61,"pop"
"The One That Got Away","Katy Perry",227333,"False",2012,72,0.687,"pop"
"Silhouettes - Original Radio Edit","Avicii",211880,"False",2012,53,0.605,"pop; Dance/Electronic"
"Somebody That I Used To Know","Gotye",244884,"False",2011,57,0.863,"set()"
"Wild Ones (feat. Sia)","Flo Rida",232946,"False",2012,77,0.608,"hip hop; pop"
"What Makes You Beautiful","One Direction",199986,"False",2012,82,0.726,"pop"
"Born To Die","Lana Del Rey",286253,"False",2012,53,0.18,"pop"
"C'Mon","Kesha",214333,"False",2012,0,0.558,"pop; Dance/Electronic"
"Good Time","Owl City",205933,"False",2012,77,0.56,"rock; pop"
"We'll Be Coming Back (feat. Example)","Calvin Harris",234360,"False",2012,62,0.596,"hip hop; pop; Dance/Electronic"
"Read All About It; Pt. III","Emeli Sandé",283706,"False",2012,65,0.63,"pop; R&B"
"Lights - Single Version","Ellie Goulding",210853,"False",2010,63,0.682,"pop; rock; Dance/Electronic"
"Drive By","Train",195973,"False",2012,77,0.765,"pop"
"Latch","Disclosure",255631,"False",2013,74,0.503,"pop; Dance/Electronic"
"Princess of China","Coldplay",239215,"False",2011,66,0.42,"rock; pop"
"Live While We're Young","One Direction",200186,"False",2012,0,0.658,"pop"
"Ass Back Home (feat. Neon Hitch)","Gym Class Heroes",222213,"True",2011,61,0.716,"hip hop; pop"
"Blown Away","Carrie Underwood",240133,"False",2012,63,0.531,"pop; country"
"Breezeblocks","alt-J",227080,"False",2012,71,0.616,"rock"
"Don't Wake Me Up","Chris Brown",222306,"False",2012,62,0.602,"hip hop; pop; R&B"
"Stronger (What Doesn't Kill You)","Kelly Clarkson",221946,"False",2011,74,0.562,"pop; R&B"
"The Motto","Drake",181573,"True",2011,74,0.766,"hip hop; pop; R&B"
"Wide Awake","Katy Perry",220946,"False",2012,65,0.514,"pop"
"How We Do (Party)","Rita Ora",247026,"True",2012,48,0.738,"hip hop; pop; Dance/Electronic"
"Feel the Love (feat. John Newman)","Rudimental",245186,"False",2013,64,0.389,"pop; Dance/Electronic"
"Ride","Lana Del Rey",289080,"True",2012,66,0.373,"pop"
"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",251626,"False",2012,69,0.658,"pop; R&B"
"Give Your Heart a Break","Demi Lovato",205346,"False",2011,71,0.651,"pop"
"Take Care","Drake",277386,"True",2011,75,0.629,"hip hop; pop; R&B"
"Wings","Little Mix",219733,"False",2012,0,0.738,"pop"
"It Will Rain","Bruno Mars",257720,"False",2011,74,0.576,"pop"
"Want U Back","Cher Lloyd",214013,"False",2011,67,0.696,"pop; Dance/Electronic"
